search_category,time,tweet_text
sun,2019-06-21 04:28:32,#BarakaZaMilele getting u loud and clear goodmorning
sun,2019-06-21 04:28:34,RT @dear00s: 💚GIVE AWAY💚
sun,2019-06-21 04:28:36,RT @ClimateReality: These simple lines tell a clear story.
sun,2019-06-21 04:28:38,"RT @RepAdamSchiff: Trump has shown us time and time again,"
rain,2019-06-21 04:28:40,Lovely weather
rain,2019-06-21 04:28:42,Gotta love Lloyd! LOL will always be one of my favorites in the press box.
sun,2019-06-21 04:28:44,RT @tonetalks: @BreakingBrown @JacksonLeeTX18 did not invite the founders of the movement #ados that created this energy and version of rep…
rain,2019-06-21 04:28:46,RT @MattReynolds___: Thunder fans this is Darius Bazley in high school!  https://t.co/n9l5bJu26g
sun,2019-06-21 04:28:48,"Bright nights in Denmark. We don't have midnight sun per se, but we do more or less have constant twilight between… https://t.co/W0DyYRWGyp"
sun,2019-06-21 04:28:50,RT @njpwglobal: 🏝️SUMMER HOLIDAY PACKING🏝️
rain,2019-06-21 04:28:52,RT @1Geek2Another: I was hoping for rain 😒 https://t.co/h6r3hdoXlE
sun,2019-06-21 04:28:54,You are my sunshine ♥️.
sun,2019-06-21 04:28:56,"RT @cgoofybeta: the Sunshine that brought back the aliveness on every man &amp; woman, in all ages in all walks of life even on little girls&amp; b…"
rain,2019-06-21 04:28:58,"current weather in Guadalupe: clear sky, 33°C"
sun,2019-06-21 04:29:00,As the old folks would say: The Rays tore their britches with that Montreal play. One of the most disrespectful mov… https://t.co/tvVqdyl4vo
rain,2019-06-21 04:29:02,This is how we advance and expand contraceptive choices for women and girls at the Council.
sun,2019-06-21 04:29:04,The Man At The Center Of This Trump Scandal Wants To Clear His Name https://t.co/6dKYt191Oa via @borzou
sun,2019-06-21 04:29:06,If my skin was clear 😭 I would stay naked 😍 SOON ♥️
sun,2019-06-21 04:29:08,"current weather in Sioux Falls: few clouds, 70°F"
rain,2019-06-21 04:29:10,@IngrahamAngle Did the Trumps stop?
rain,2019-06-21 04:29:12,RT @NFL: Lightning speed. Unreal strength.
rain,2019-06-21 04:29:14,"Nice weather , amaizing Place , good environment And relaxing Place zaandamthenetherlands #crewlifestyle✈️⚓️⛵️… https://t.co/ZsFvKyezeM"
sun,2019-06-21 04:29:16,"RT @EvanMcMullin: With Trump’s campaign now underway, a new wave of Republican officials and operatives are ditching their erstwhile princi…"
sun,2019-06-21 04:29:18,"RT @MsAvaArmstrong: DOJ, FBI, IRS has the power to strip you of your rights, your property, and destroy you.  Government was never meant to…"
rain,2019-06-21 04:29:20,@bjorme2001 @Mystic_Autistic @ExorcistBishop @SisMaryJoan @SisMaximilian I prayed it to the storm as it rolled into… https://t.co/TIALSyLxEF
rain,2019-06-21 04:29:22,#thunder is now trending in #OklahomaCity
rain,2019-06-21 04:29:24,RT @ThomasHorwath: Mecha Valla - Rain of Vengeance.
sun,2019-06-21 04:29:26,RT @aintrolyn: i can REALLY tell na hindi talaga siya bothered sa mga sinasabi ng iba kasi look how at how she GLOWS so much that she’s lik…
sun,2019-06-21 04:29:28,RT @demseokdimple: We hear you LOUD and CLEAR!!?!! https://t.co/pNekjURjBj
sun,2019-06-21 04:29:30,"RT @pwafork: Now let's all stop and ask ourselves why none of this journalism was committed during Biden's eight years as veep (""a heartbea…"
sun,2019-06-21 04:29:32,"RT @MedicVet68: TO MAKE IT CLEAR, in the DT. ADMIN. there are no permanent officials in the cabinent they are all ""ACTING"", a DICTATORSHIP…"
sun,2019-06-21 04:29:34,@johnleremainer @A_48er Yes. And the Sun. But they still float. There’s zero G as popularly understood and there’s… https://t.co/LwIUmDi4iV
sun,2019-06-21 04:29:36,RT @ans47: IFLIX OR NETFLIX 
rain,2019-06-21 04:29:38,Why is allkpop making this a big deal like this is some kind of issue-worthy situation? They arrived on time and th… https://t.co/Q3dYomYB9v
rain,2019-06-21 04:29:40,RT @Faviola_Belle: Carl Thomas gave us Summer Rain #NeverForget
rain,2019-06-21 04:29:42,Dad / Daughter date night with the Beatles! 🎼🎤🎹🎸 #Rain @ First Interstate Center for the Arts https://t.co/HbkmLF5la1
rain,2019-06-21 04:29:44,"I had a nightmare. There was a rain delay. Instead, they played the season montage of the 2020 Phillies World Series run."
sun,2019-06-21 04:29:46,RT @WxLehecka: Here are the storms that are headed our way. The areas in yellow are under a Severe Thunderstorm Warning. You need to stay w…
rain,2019-06-21 04:29:48,RT @jnmet: A pair of systems can bring a couple of opportunities for rain &amp; mountain snow to central #Chile next week. The first chance is…
sun,2019-06-21 04:29:50,@laura_jones1987 @AHawkfire @natural_law @Colt45Wild @mackswift @Gimpmaker @SurvivorKitty @LovedByaDove @Firefizz27… https://t.co/F5Oct4ZeNI
sun,2019-06-21 04:29:52,The setting of the sun https://t.co/HzplnNsGJL
sun,2019-06-21 04:29:54,"RT @_SpaceCadets_: Just because you’re a ray of sunshine doesn’t mean that SUNSCREEN isn’t IMPORTANT, ZACHARY LEVI PUGH."
sun,2019-06-21 04:29:56,RT @ConservativeTht: New York State has passed a law allowing illegal aliens to obtain Driver’s Licenses so they can go to jobs they are il…
sun,2019-06-21 04:29:58,"RT @Sara4Republic: @BetteMidler Uhhhhhhhhh Mirror Much? It shows your insane hypocrisy if you look close.i know,you are old and washed out…"
sun,2019-06-21 04:30:00,Being sick in this weather is nooooot the business 🤧
rain,2019-06-21 04:30:02,#GirlArmForces Eye on war tar molecules enforcer tall mud flood monkeys down #XYZ
sun,2019-06-21 04:30:04,10:30pm EDT (9:30p CDT): Still some light in the sky looking to the west at Chicago from our network of weather cam… https://t.co/VlvFcV7dXl
rain,2019-06-21 04:30:06,Mood for the rest of the fucking year https://t.co/4jn5o5bZL2
rain,2019-06-21 04:30:08,"Weather in Washington, DC at 02:30 AM is 73.06F"
rain,2019-06-21 04:30:10,Summer officially begins tomorrow (Friday)! Here's a look at the first Summer weekend forecast - not a complete was… https://t.co/1Ho2TmQETA
rain,2019-06-21 04:30:12,"Regina SK Weather, Temp:13.1ºC; Dew:6.0ºC; Pressure:1006.90hPa.; Wind:0/kph@55.0 Wind Chill:13.1°C Humidity:62"
rain,2019-06-21 04:30:14,@accessamy @LilJimmi @xmiax Fireflies or lightning bugs. We’d use the terms interchangeably
sun,2019-06-21 04:30:16,Adidas Sc Premiere - Crystal White/Crystal White/Clear White
rain,2019-06-21 04:30:18,OH OKAY IM COOL NOW
rain,2019-06-21 04:30:20,RT @madeofpoems: there's an eternity
rain,2019-06-21 04:30:22,RT @BaynesFanClub: Great weather in Phoenix https://t.co/8akhzXE8sj
sun,2019-06-21 04:30:24,RT @SaraCarterDC: ‘CLEAR MESSAGE’ #IranRevolutionaryGuard warns ‘it’s ready for war’ after shooting down US drone as #MiddleEast tensions r…
rain,2019-06-21 04:30:26,RT @nherhimmel: ✨give away🧸🎈
sun,2019-06-21 04:30:28,"Eureka,CA-WXEKA: 19:30; NO CURRENT ADVISORIES; Temp 55.9; RH 76pct; Baro 30.048in-Steady; More weather at… https://t.co/PfGsRp4xqF"
rain,2019-06-21 04:30:30,RT @briicamarillo: I didn’t know I needed this .🌨
rain,2019-06-21 04:30:32,RT GaryJLombardo
sun,2019-06-21 04:30:34,"@SonjatMorgan Just watched tonight’s RHONY, loved it! Very entertaining! You all rocked the 80’s theme!! Looking forward to a sunny weekend!"
sun,2019-06-21 04:30:36,RT @richyxez: The older I get the more I appreciate ppl who are straightforward and clear about their intentions. I don’t have time for tha…
rain,2019-06-21 04:30:38,RT @BaynesFanClub: Great weather in Phoenix https://t.co/8akhzXE8sj
sun,2019-06-21 04:30:40,RT @Vliveofficial: 6/23 (Sun) 7:00 p.m. (KST) BTS 5TH MUSTER 'MAGIC SHOP' Live Streaming in SEOUL! How to watch MULTI VIEW at VLIVE! See th…
sun,2019-06-21 04:30:42,@IkeLax82 @BillKristol I always do
rain,2019-06-21 04:30:44,RT @JanetTxBlessed: 🌹❤️Good Night Patriots ❤️🌹
sun,2019-06-21 04:30:46,My unicorn name is Sunshine Sugar Socks! 😆 too funny! #everssummer2019
rain,2019-06-21 04:30:48,Flood Warning: Great Steeping and Firsby 03:10 21 June https://t.co/ZSw062YYeQ
rain,2019-06-21 04:30:50,RT @shidaazzlesthem: You're literally putting the god of thunder against a guy with a sore throat in a Halloween costume https://t.co/v0UeJ…
sun,2019-06-21 04:30:52,"RT @Taskzpanda: what the actual HELL was the first instrumental see that the earth rotates, my dumbass put “sun bar clock” #earthsciencereg…"
sun,2019-06-21 04:30:54,RT @AngryBlackLady: it’s the first bit where people get tripped up because they lack that imagination and empathy https://t.co/P5TLkm41J9
sun,2019-06-21 04:30:56,"RT @smlbecause: remember to smile because if today was a bad day, it's okay. not everyday is sunshine and roses but i promise you tomorrow…"
rain,2019-06-21 04:30:58,@LicensePlateGuy Don't forget to bring your famous equipment. See you soon. https://t.co/fmgaPAQJVD
rain,2019-06-21 04:31:00,RT @SethDRothman: It's been a crazy season.
rain,2019-06-21 04:31:02,"So we drafted a less athletic, skinnier Giannis."
sun,2019-06-21 04:31:04,"RT @Mangan150: Strange how following mainstream health advice like eating plant-based, using seed oils, avoiding the sun, and taking a stat…"
rain,2019-06-21 04:31:06,I love the nights where we play corn-hole and just sit outside and enjoy the Iowa weather.
sun,2019-06-21 04:31:08,RT @NWSL: The #FIFAWWC Round of 16 is set!
sun,2019-06-21 04:31:10,"RT @supriyasahuias: Gentle breeze, chirping of birds, the morning sun and #YOGA . Its Divine, a boon to the Mankind. Thank you PM @narendra…"
rain,2019-06-21 04:31:12,@mdoverkamp @BluesfaninKS -Per our weather guy we are expecting severe am storms https://t.co/zSvhzBGtX1
sun,2019-06-21 04:31:14,RT @hibadiva: “A clear sign of bad character is complaining about everyone else’s bad character.”
rain,2019-06-21 04:31:16,Hey @RubioSen now that you're sucking Donnie's Dick......................😤😜🙀
rain,2019-06-21 04:31:18,Keep up the good work dumbass Presti. @okcthunder #Thunder
sun,2019-06-21 04:31:20,RT @yixingspixie: EXplOration in Hong Kong confirmed 🎉🎉🎉
sun,2019-06-21 04:31:22,"RT @chy0ma: @megseaforth Based on these ""receipts"" I'd be flying away to mingle with pengtings in the sun tooo if it meant I'd find a man w…"
sun,2019-06-21 04:31:24,Aries sun
rain,2019-06-21 04:31:26,RT @JonMHamm: Getting outraged over Thunder draft picks is an annual tradition around here
rain,2019-06-21 04:31:28,"From an man who knows, that would be President Kennedy."
sun,2019-06-21 04:31:30,"RT @DannyelRMCF: So many people still defend Messi, despite the fact he is a clear fraud when he wears the Argentina shirt. I want to point…"
sun,2019-06-21 04:31:32,"Why? We have a Constitution that says, no candidate will take anything of value for a foreign entity. He broke that… https://t.co/GLMpHgF96U"
rain,2019-06-21 04:31:34,RT @SnottieDrippen: Darius Bazley is so on brand for the OKC Thunder
sun,2019-06-21 04:31:36,RT @SteveWestly: That's my kind of world record!! It's awesome what people can do when they come together for a bipartisan cause. Cleaning…
rain,2019-06-21 04:31:38,"RT @FlyANA_official: Whether the weather is rain or... rain this #RainySeason, nothing stops our shine! ☔️ https://t.co/phAkpBzENe"
rain,2019-06-21 04:31:40,Cleared: Incident on #BeltSystemShoreParkway EB at Crossbay Boulevard
sun,2019-06-21 04:31:42,"@ColourPopCo Warm weather., swimming and tank tops. 💚"
sun,2019-06-21 04:31:44,"@annabelcrabb Also, could they please just cut them a mm or 2 larger to make it easier for the behindered to wrestl… https://t.co/uxv3HQwkU5"
rain,2019-06-21 04:31:46,"RT @WLWT: If rain were beer, each Ohioan would have 2,463,762 cans in the past week https://t.co/unL8obJrDQ https://t.co/PcXsEjKkMn"
sun,2019-06-21 04:31:48,Travel Vlog No AC in Texas summer sun 14 https://t.co/vBHl2WsG3h via @YouTube
sun,2019-06-21 04:31:50,RT @GovMikeHuckabee: My published piece in Orlando paper:  https://t.co/l9ugOcrG3d
sun,2019-06-21 04:31:52,Oh lord 😂😂😂
rain,2019-06-21 04:31:54,RT @shidaazzlesthem: You're literally putting the god of thunder against a guy with a sore throat in a Halloween costume https://t.co/v0UeJ…
sun,2019-06-21 04:31:56,"This #WWHL with Bethenny should be 1 hour! There's been shade to Sunny &amp; Kelly, an update on Carole, Feelin Jovani… https://t.co/Bx75mdnlNV"
rain,2019-06-21 04:31:58,"RT @LeoDiCaprio: Extreme weather events are happening more often, creating natural hazards and conflicts over scarce resources leading to d…"
rain,2019-06-21 04:32:00,"RT @KOCOKeating: I'll admit, he appears to be an interesting prospect. But OKC needs someone who can play on this team, help them win today…"
sun,2019-06-21 04:32:02,RT @Pv_Young: Drake said 
sun,2019-06-21 04:32:04,RT @exhosh: these fit well together can't we all just have one sunny day out with ksy https://t.co/CNYtg71qlT
sun,2019-06-21 04:32:06,"RT @HikindDov: With the sharp rise in antisemitic hate crimes and the mainstreaming of antisemites in the halls of Congress, we expect our…"
sun,2019-06-21 04:32:08,RT @BaynesFanClub: Great weather in Phoenix https://t.co/8akhzXE8sj
sun,2019-06-21 04:32:10,"@ABonifas10 It’s pretty clear that the Yankees were never a good fit for him, and the Reds really haven’t lost much… https://t.co/2g3kCjQM3E"
sun,2019-06-21 04:32:12,"RT @OH_mes2: Red Velvet will perform ""Zimzalabim"" and ""Sunny Side Up!"" on tonight's Music Bank episode"
sun,2019-06-21 04:32:14,"RT @aurathedivine: the sun rises, shines, &amp; sets for Me everyday &amp; all you manage to do is gawk."
rain,2019-06-21 04:32:16,RT @KVajpayaee: @windowgatribble @boss302kirk @solo1642 @MSpadine @PatGrant7777 @sabinmarketing @DrJimmyStar @Sharmen55 @67sharona @MisterM…
rain,2019-06-21 04:32:18,"Get your beauty rest KPSO, 21 Jun 2019, Pagosa Springs, Colorado camera2 W, https://t.co/38gM7XHTDm Get this camera… https://t.co/gQEN7hIMeP"
rain,2019-06-21 04:32:20,@KimKardashian @kkwbeauty Is it water proof?
sun,2019-06-21 04:32:22,RT @LoveForBane2: Vote harry for clear skin 
rain,2019-06-21 04:32:24,LMFAOOOOOOO
rain,2019-06-21 04:32:26,💪🏽 COME &amp; BUTTER YOURSELF UP 💪🏽
sun,2019-06-21 04:32:28,"In 1953, Kermit Roosevelt, ignored orders from Langley to stand down in their failing attempt to overthrow the ONLY… https://t.co/0VXxwMQEt5"
rain,2019-06-21 04:32:30,@liz_sutt It hit us around 6:30. Great storm.
rain,2019-06-21 04:32:32,RT @Jstlivinbbyy: This is for ANYBODY WHO WENT THROUGH THE STORM But is NOW seeing the brighter days because they FOUGHT &amp; NEVER GAVE UP!!!…
sun,2019-06-21 04:32:34,RT @camila_treska: Download this app. I can clear the unfollowers from this ANDROİD app .2266 https://t.co/rBrkGdcLQP
sun,2019-06-21 04:32:36,RT @911CORLEBRA777: Baaaawaaaah 😂😂😂😂😂😂😂
sun,2019-06-21 04:32:38,It's pretty clear that some of u don't watch college basketball or have no knowledge of ball at all 😭😂. Please stay… https://t.co/6wEGVYEGt4
sun,2019-06-21 04:32:40,RT @BenjaminNorton: Let's be clear: The Trump admin sent a drone into what Iran says was its sovereign airspace. The US knew Iran would sho…
rain,2019-06-21 04:32:42,"@TheRealJamesFB @KirkusReviews There are a few good with quasi conspiratoirial themes games...., such as Illuminatti, Junta and Cthulhu Wars"
rain,2019-06-21 04:32:44,RT @og_madd: So is it gonna rain for the rest of June or will I actually make it to the beach
rain,2019-06-21 04:32:46,"RT @TeenChoiceFOX: God of Thunder and Galaxy Defender, @chrishemsworth does it all. 🔨👽 — If you agree, vote him as your #ChoiceActionMovieA…"
rain,2019-06-21 04:32:48,RT @ATEEZWorldwide: LOOK: ATEEZ 1st Win has captured the attention of many but if you think that’s the only thing the rookie group has achi…
rain,2019-06-21 04:32:50,RT @two_oh_teen: To sum it up. 
sun,2019-06-21 04:32:52,RT @RegieMaristela1: Clear skin 
rain,2019-06-21 04:32:54,RT @alphamimage: I absolutely love cold weather style #mensstyle https://t.co/QPGn4U7V9r
rain,2019-06-21 04:32:56,Live in 15-20 minutes with a bit of speedrun de-rusting of God of Thunder.  I haven't played it since March.  https://t.co/4TGFzAsxW5
rain,2019-06-21 04:32:58,WHAT?!
rain,2019-06-21 04:33:00,"RT @SarahPalinUSA: Media Will NEVER Show These Photos: 27,000 People Show Up in 50° and Drizzle to See Trump, Walking up to 3 Miles from Ca…"
rain,2019-06-21 04:33:02,RT @DanielShawAU: Paid my respects to my friend and fellow storm chaser Dale Sharpe at the site of the crash near Harper Kansas.  I'm soon…
rain,2019-06-21 04:33:04,RT @ThunderChats: THE THUNDER REALLY JUST DRAFTED A NEW BALANCE INTERN WHY
rain,2019-06-21 04:33:06,"While I don’t live there now, I grew up in the Finger Lakes region and I truly believe that they are one of the mos… https://t.co/AM2jBYSLVw"
rain,2019-06-21 04:33:08,RT @WarpsiwaMAX: Violet Rain
rain,2019-06-21 04:33:10,The F-35 Lightning II Program (also known as the Joint Strike Fighter Program) is the Department of Defense's focal… https://t.co/dyoCSUUWbL
sun,2019-06-21 04:33:12,@YaBoiJalapeno Ultra sun and moon is where it’s at
sun,2019-06-21 04:33:14,RT @explicit_themes: Sunny (@Sunny26153141)
rain,2019-06-21 04:33:16,Don’t be a storm in someone else’s universe.
sun,2019-06-21 04:33:18,RT @BenjaminNorton: Let's be clear: The Trump admin sent a drone into what Iran says was its sovereign airspace. The US knew Iran would sho…
rain,2019-06-21 04:33:20,RT @ShaniyaaRoxy: Baby when this storm is over I want EVERYBODY to keep their same energy 🗣🗣🗣
sun,2019-06-21 04:33:22,"RT @amyklobuchar: The facts are clear, but this President continues to ignore science and is undermining efforts to reduce carbon emissions…"
sun,2019-06-21 04:33:24,The fbi should get a clear shot at you from both the doors and windows. Not only public nudity and because its no d… https://t.co/FYYr8Lzija
sun,2019-06-21 04:33:26,"RT @tparsi: When Trump pulled out of the #IranDeal, we warned that if war would break out between the US &amp; #Iran 6 or 12 months later, it s…"
sun,2019-06-21 04:33:28,RT @HedgeBz: The Moon’s Crust Tells Us A Lot About History Of Sun https://t.co/lXB5AaWY1y
rain,2019-06-21 04:33:30,"RT @elivaquera: Lightning visit for 36 work-intensive hours in @USouthFlorida with @drlizaaranda and @CastanedaHeide. Of course, it’s not a…"
rain,2019-06-21 04:33:32,RT @QwetuRadio: Taai-Emmy Kosgei 
rain,2019-06-21 04:33:34,Hutch Zoo asks for flood relief
sun,2019-06-21 04:33:36,700 followers! 💗 My heart is full! 🥰
rain,2019-06-21 04:33:38,@specialblend326 @RachRedux @WhalePack @stevenhelms20 @realmikeyred @LawstGet @bent_aileron @FreddiePickles… https://t.co/OVmM4M4Mu0
rain,2019-06-21 04:33:40,RT @Mukmarinee: 🎈GIVE AWAY
sun,2019-06-21 04:33:42,I chat #CMO role with @toddmwilms
sun,2019-06-21 04:33:44,I’m flirting with the sun☀️ https://t.co/3U5dzCxsPo
sun,2019-06-21 04:33:46,@UNinIndia @PMOIndia @narendramodi Sound yoga day to all/descended via-:-Sun-:-Professors-:Saints/Patanjali
rain,2019-06-21 04:33:48,RT @onwara_y: ㅡ Give away  photocard 100 ea ㅡ
rain,2019-06-21 04:33:50,No thanks I want someone with eyes just for me but this be y’all https://t.co/dIVOzP81L3
rain,2019-06-21 04:33:52,On the bright side our humble bumbles are still alive and weathered the storm. Some squash plants made it and are p… https://t.co/3fWpWAbBk5
rain,2019-06-21 04:33:54,RT @two_oh_teen: To sum it up. 
rain,2019-06-21 04:33:56,Make them regret it. 💪🏼 #nbadraft @ Barclays Center https://t.co/SYx0xJIJkI
rain,2019-06-21 04:33:58,There’s a possibility of rain for Thursday. https://t.co/KP051IgaID
rain,2019-06-21 04:34:00,RT @384821208g: 𝑮𝑰𝑽𝑬 𝑨𝑾𝑨𝒀 !
rain,2019-06-21 04:34:02,"@CBCOttawa Ottawa residents should make a point to flood this park with activity (frisbee, picnic, dog walk, etc) t… https://t.co/sI4scPeGjP"
sun,2019-06-21 04:34:04,Featured in the Sun Current paper! “500 volunteers plant for clean water and healthy habitat at Scenic Heights Elem… https://t.co/J8zgOhdMCm
rain,2019-06-21 04:34:06,So amazing I got to be part of this historic celebration of #internationalyogaday2019 this evening @UN. This year’s… https://t.co/QgINYfCDMN
rain,2019-06-21 04:34:08,RT @Damnnasha_: Y’all know the first day of summer tomorrow right? Stfu bout the rain 🙄
sun,2019-06-21 04:34:10,RT @almostjingo: Let’s be really clear on this: @RepJerryNadler only see’s women via what men they’ve dated. Do any of the Democrats see ho…
sun,2019-06-21 04:34:12,RT @JJmostdope: what i tell the sun after walking outside and feeling this heat https://t.co/YkGiyUTExR
sun,2019-06-21 04:34:14,"RT @ValerieQ: When Ford's cuts began, I knew that specialized classes would take a hit and I was concerned. Today I found out my kid is on…"
sun,2019-06-21 04:34:16,"@MsKajalAggarwal Very Good morning dear kajal 💝with best wishes, wishes you must always grow like a rising ☀ Sun, w… https://t.co/ON4qOPVvxn"
sun,2019-06-21 04:34:18,@SarabethPollock Thanks for writing a clear and thoughtful piece.
rain,2019-06-21 04:34:20,"RT @PeterWMurphy1: Two months before the election, Qld LNP senator #IanMacdonald spent $25,000 of taxpayers' money advertising his face and…"
sun,2019-06-21 04:34:22,"@JamesAWilt They fixed the quality, missed all of Phantom’s show but the rest was clear!"
rain,2019-06-21 04:34:24,"RT @SamWalkerOBX: Violent storm spawns waterspout, rips off shingles, knocks out cable and power: https://t.co/ZRkfMqiAKg #obx #ncwx"
sun,2019-06-21 04:34:26,@delicatestyle When I saw you in the tag I screamed you are the sunshine here !!!
rain,2019-06-21 04:34:28,@SLAM_HS Thunder draft a bunch of RAW athletic guys that are super solid but don't get much love till there sophomo… https://t.co/wF6FzQHXMg
rain,2019-06-21 04:34:30,RT @nctinfocenter: [SCHEDULE] NCT 127 WORLD TOUR ‘NEO CITY: BANGKOK – The Origin’ Thailand
sun,2019-06-21 04:34:32,RT @tovaramyy: and y’all prefer this shit over winter ? TRIPPENNN https://t.co/P7GEBShVFK
sun,2019-06-21 04:34:34,RT @possiblypaula: me w my girlies the sun &amp; the moon the other day😌😌 https://t.co/1r3Gs3HjEl
rain,2019-06-21 04:34:36,RT @DowntownRaleigh: What a gorgeous rainbow over #downtownraleigh tonight! Looking forward to clear skies and sunny weather tomorrow for #…
sun,2019-06-21 04:34:38,"Ephesians 4:26 Be ye angry, and sin not: *let not the sun go down upon your wrath:*"
sun,2019-06-21 04:34:40,RT @BenjaminNorton: Let's be clear: The Trump admin sent a drone into what Iran says was its sovereign airspace. The US knew Iran would sho…
sun,2019-06-21 04:34:42,Shout it from the rooftops!
rain,2019-06-21 04:34:44,Well since my Xbox got fried by lightning I guess I’ll go to the gym or some shit
sun,2019-06-21 04:34:46,"RT @Kath_Steele: my skin is clear, my crops are thriving, "
sun,2019-06-21 04:34:48,"RT @EvanMcMullin: With Trump’s campaign now underway, a new wave of Republican officials and operatives are ditching their erstwhile princi…"
sun,2019-06-21 04:34:50,"RT @RodSneaky: Also, keep in mind that Trump has control of NXIVM and all of their assets via EO regarding “crimes against humanity”. "
sun,2019-06-21 04:34:52,@BillKristol I watch Macy’s fireworks. I’m a New Yorker. I also watch Boston Pops. I switch back and forth. I watch… https://t.co/W9kwo9SkAJ
rain,2019-06-21 04:34:54,RT @briicamarillo: I didn’t know I needed this .🌨
sun,2019-06-21 04:34:56,RT @BabakTaghvaee: #BREAKING: State media of #Iran's Islamic Regime released video of launch of Sayyad SD2C surface to air missile at the #…
sun,2019-06-21 04:34:58,@NathanHellrung @Soteriology101 @mikeyharwell @leightonflowers Paul tells them he knows they are chosen because the… https://t.co/xo8PKxCZi1
rain,2019-06-21 04:35:00,"RT @Carbongate: ""Torrential Rain Of Biblical Proportions"" Is Causing Immense Devastation For Midwest Farmers https://t.co/YVhQZPEFDd via @j…"
rain,2019-06-21 04:35:02,"RT @ByTimReynolds: Thunder fans, hear me now and believe me later ... Bazley is the real thing."
sun,2019-06-21 04:35:04,RT @imsunnyone: Happy Sun Shiny Thursday 🌞💦🐚💦💙💦🏖💦🌞 https://t.co/wdI8GS1WXo
sun,2019-06-21 04:35:06,Brand new 2 in 1 Hd Car Anti-Glare Dazzling Goggle Day Night Vision Driving Mirror Sun Visors is now available at o… https://t.co/eJq8T4BDFQ
sun,2019-06-21 04:35:08,@johnbrhel Clear and Present Danger
rain,2019-06-21 04:35:10,RT @Michalawhite_: Jesus is bigger than your storm. He is bigger than your doubt and insecurity. 
rain,2019-06-21 04:35:12,@SenGillibrand I have a college bachelors degree in behavioral science/criminal justice plus I surivived in ny for 42 years
sun,2019-06-21 04:35:14,RT @Beanlieve: 🌻🌻🌻
rain,2019-06-21 04:35:16,12am: Clear 8.8C - - Wind: SSE 7km/h - Barometer: 101.3 kPa ^ - Vis: 24.1km - Hum: 84% #St. John's #Weather
rain,2019-06-21 04:35:18,What’s wrong with Big Nate man 😂😂😂😂😂😂
sun,2019-06-21 04:35:20,RT @BingNorah: My sunshine boy🌞🌞💖💖 @ChopdaHarshad Come back on our screens jaldii🙏🙏 https://t.co/obJarPXRnz
sun,2019-06-21 04:35:22,@chuunibitch @nomoravng Sorry for the unsolicited opinion but I felt the same as you with all the scenes with maste… https://t.co/aWNEGwtEdd
sun,2019-06-21 04:35:24,"RT @Caliicoder3: Just to be clear, @AOC has never been to a Concentration Camp nor has she ever been to the Border. "
rain,2019-06-21 04:35:26,"RT @ReedTimmerAccu: WOW! Monster hail shaft / microburst with severe storm east of Bennett, CO! Good heavens me "
sun,2019-06-21 04:35:28,RT @KamalaHarris: Let’s be clear: private prisons are making money off the incarceration and suffering of human beings. One of my first act…
sun,2019-06-21 04:35:30,RT @richyxez: The older I get the more I appreciate ppl who are straightforward and clear about their intentions. I don’t have time for tha…
sun,2019-06-21 04:35:32,RT @namjoohyukpic: sunshine https://t.co/zZwHLSc6Kw
sun,2019-06-21 04:35:34,RT @daliakhms: I fell asleep in the car during this long ride then woke up to my little brother holding both of his hands above my face so…
rain,2019-06-21 04:35:36,"@dizzicordova And its my Sun and Moon in the 12H 😫 (&amp; my Mars lmao). It’s rough, I’m the most emotional Aquarius lo… https://t.co/MiiHNemE4k"
rain,2019-06-21 04:35:38,"22:35h Temperature: 83.7°F, Wind:0.0 mph N, Rain Rate:0.0 in./hr."
sun,2019-06-21 04:35:40,imagine rv doing a sunny side up mv but they're just cooking eggs
sun,2019-06-21 04:35:42,Students at Burrell School in Foxboro get free ice cream in a salute to a very cool kid - The Sun Chronicle https://t.co/ukmx7u5LuB
rain,2019-06-21 04:35:44,Had a great time at The Peace Cafe in May. #yeshuahamashiach @ Harlem https://t.co/FdCW1Q2L12
sun,2019-06-21 04:35:46,RT @theseoulstory: Pledis Ent apologizes for the flight delay SEVENTEEN caused on a recent flight 
rain,2019-06-21 04:35:48,RT @og_madd: So is it gonna rain for the rest of June or will I actually make it to the beach
rain,2019-06-21 04:35:50,"RT @ThunderCounty: BREAKING: The Oklahoma City Thunder have agreed to trade Steven Adams, Terrance Ferguson, 21st pick, and their 2020 1st…"
rain,2019-06-21 04:35:52,RT @shidaazzlesthem: You're literally putting the god of thunder against a guy with a sore throat in a Halloween costume https://t.co/v0UeJ…
sun,2019-06-21 04:35:54,"RT @RepAdamSchiff: Trump has shown us time and time again,"
sun,2019-06-21 04:35:56,RT @NatGeoPhotos: #YourShotPhotographer Bharat Bhambhaney captured this beautiful moment behind the Taj Mahal of the sun rising during a mo…
rain,2019-06-21 04:35:58,@ShakeemR_24 I like this film 😂
rain,2019-06-21 04:36:00,Lmao this kid might be brazy
rain,2019-06-21 04:36:02,RT @NWSPittsburgh: Heavy rain is diminishing across the Upper Ohio Valley Region.  Areas of high water will recede through the night.  Flas…
sun,2019-06-21 04:36:04,RT @Sofa21898604: Sunny morning for everyone ! 🔆  🌤 🌞
rain,2019-06-21 04:36:06,RT @SneakerReporter: Darius Bazley Draft Combine Highlights for all you OKC Thunder fans https://t.co/oFVo1xBWDZ
